RMS_H,Kurtosis_H,Skewness_H,CrestFactor_H,FFT_peak_H,FFT_bin_1_H,FFT_bin_2_H,FFT_bin_3_H,FFT_bin_4_H,FFT_bin_5_H,BandPower_Low_H,BandPower_Mid_H,BandPower_High_H,RMS_V,Kurtosis_V,Skewness_V,CrestFactor_V,FFT_peak_V,FFT_bin_1_V,FFT_bin_2_V,FFT_bin_3_V,FFT_bin_4_V,FFT_bin_5_V,BandPower_Low_V,BandPower_Mid_V,BandPower_High_V,RUL
0.6996664452134718,0.18230395766005447,0.010480039370753608,4.4734506922130475,3190.528541190981,48.40402989692157,44.603670712895365,38.37862076311191,133.6798317555691,131.00451359879347,0.0006885140017204978,0.0012131974155475363,0.002711738470523399,0.8927644716779037,-0.024313500688667222,-0.03982766106336581,4.024688740722413,8383.651691577412,290.57190826922925,102.02869297758485,101.54860247795554,322.6774309102001,352.74207936822233,0.002998591279593214,0.0011564367644995297,0.0019690711960491697,113
1.171367621502996,0.23789194290600157,-0.1683498682116973,4.982717635030616,6661.500317929036,47.64098135789803,39.152327524643475,29.040669841700634,93.11193359120814,135.67972732413062,0.0015214635020655717,0.007357375614130489,0.0033136742134213825,2.1462910906341643,-0.6111901481786628,0.11809702027001089,3.192370598108806,28736.110668737274,159.60501869231493,87.31112584971359,76.2481643783704,170.92981007759906,389.8213878196498,0.008512246308484246,0.018695419348047918,0.0030107259369812575,112
5.780570914094658,-0.16123603303628986,0.044481045213054377,3.8523667894648512,24864.20107105181,41.10348583341707,45.66775922109904,50.82401165830251,356.34611626467,651.6915682054725,0.0521310589607998,0.18935733394957469,0.051149925472160095,12.673618709679884,-0.6923559106767545,0.03582756249751176,3.0581046803604854,133957.75522148955,194.01768891943794,457.75654686733054,195.41250365071855,1217.5937640518168,1895.1573218268595,0.4426350188653328,0.5506119922118791,0.06972327229325663,111
5.91088117536327,-0.16099198542583348,0.03289702941327888,4.047001784460429,25709.245782078542,59.628713914276325,58.42280207197853,72.63670620929726,390.9132053300452,643.5938472458736,0.05569005463828807,0.19755845678957085,0.05212047207572705,13.197547877652667,-0.6996707987422419,0.03092239060515559,2.854209151929562,103929.71485317418,337.14526444433346,452.30754059956996,277.2808923140066,1335.1159875721305,1830.0354233157484,0.46844069353357076,0.6053710518647551,0.07143238880615131,110
5.948379161990373,-0.1824787075853247,0.012599734562585405,4.3859468559063055,36427.85191910943,46.85149108873017,52.2517674023619,107.14647845640042,520.0147337951049,431.4540335184197,0.05646764817731741,0.20395325608875933,0.052006764516590316,13.192958779829171,-0.6951639091636439,0.04290142213928664,3.072267831111206,165375.81570235777,201.46673155371005,427.7127424188253,312.611425863744,1795.4215811520114,1332.1709062588131,0.4772542585327911,0.5996026081726252,0.0738602763235988,109
5.922981675352003,-0.12748796297845777,0.0026060958909224744,4.228330153050253,28037.345985733642,89.30972726906508,95.33868015680343,100.35465773476096,378.5881358321734,660.3852468060445,0.055882146641915056,0.19996452635124115,0.05282454809164308,13.331087544718425,-0.7044255762890872,0.04068159684736811,3.0041920789697962,158555.72511000317,198.06654560491592,475.63155335168346,311.2871348752853,1188.8808237477936,1924.8293246960375,0.4924004555062629,0.609147601912067,0.06930771899713496,108
5.91987976827038,-0.09199048804067189,-0.003433732134372819,4.511146324666475,27315.646680215163,75.47310756809888,81.04169448929677,108.69679976065373,439.8260892004588,573.9003464883631,0.05471252032164812,0.20130373483901268,0.05325620211236697,13.290607711972815,-0.7109200859883593,0.0350847152811744,2.916526865847886,134719.6821268976,236.0779452270743,481.10336905411964,310.75347064839394,1467.2476194301985,1640.0711604966264,0.49405269334809676,0.6034143535263401,0.07362453740778897,107
5.945982061590494,-0.08118086208632969,-0.004938455027212212,3.9682358058927294,30235.340962882954,41.44332474063553,40.5337066687895,96.95483355484981,539.7908348032424,479.77453891785757,0.05483790324122845,0.20876005793659294,0.05293373605602084,13.178659099054872,-0.7010239875494246,0.051712644683691994,2.9160211250728314,151264.140664553,361.3310987490113,540.8449446515276,520.3294338323354,1704.5688183251345,1659.911549453412,0.4872933567661587,0.5932289324647121,0.0740061675185356,106
6.002704932346449,-0.12365485884296978,-0.027293770824805833,4.212592317276047,28673.05445388276,53.91885178849497,52.92170685844248,95.08296763161316,480.7802196453503,474.7812603592471,0.05461349002026778,0.21315319970717164,0.052152435149148406,13.478209029899748,-0.7010558335416794,0.052285629297382154,3.1503390301383885,168445.86963077335,193.909787815536,455.7841756890633,306.01315848037234,1613.7917605632435,1483.8746927393277,0.5077447420650475,0.622257833623832,0.07212978042927982,105
6.088170762903127,-0.06407078673392386,-0.04364053917425423,3.997072486255042,28204.35081450601,67.32849268667574,64.89771634162705,100.85264167374837,537.3635513390547,475.79121340334854,0.05571480078622839,0.21988976462933843,0.052719973394218814,13.347760925842689,-0.6910505297569967,0.05546691573039854,3.0500305534374563,135203.6560374125,771.7468374423468,539.6927251478992,494.4028259092427,1685.7414279466257,1565.2715804895474,0.5090355435176566,0.6066149449073557,0.07296053449233562,104
