RMS_H,Kurtosis_H,Skewness_H,CrestFactor_H,FFT_peak_H,FFT_bin_1_H,FFT_bin_2_H,FFT_bin_3_H,FFT_bin_4_H,FFT_bin_5_H,BandPower_Low_H,BandPower_Mid_H,BandPower_High_H,RMS_V,Kurtosis_V,Skewness_V,CrestFactor_V,FFT_peak_V,FFT_bin_1_V,FFT_bin_2_V,FFT_bin_3_V,FFT_bin_4_V,FFT_bin_5_V,BandPower_Low_V,BandPower_Mid_V,BandPower_High_V,RUL
0.5097543209387642,0.15152885146996198,-0.044513415383759386,4.563262521540812,2142.893008466628,71.55765549954982,30.732468407077526,17.14118946854719,44.7168115157688,145.98844130207257,0.00019244835473896467,0.0005442555181613954,0.0016650244299349732,0.5242829022942198,-0.024294810257260213,0.02389961330228908,4.2009968742108965,2820.982493475929,91.99494168737246,80.81467218164659,55.472830303369356,92.82009488761027,316.9283803809343,0.0007888953831586239,0.00029213543350739866,0.0013472679759716716,2537
0.5094465685779671,0.06140880290863304,-0.008160151626377057,4.484447576068634,1641.605754910775,91.569887783436,26.94296010013535,16.87320191352373,48.19863466855826,142.7759157551512,0.00019727210562679335,0.0004956372438915116,0.0016963760717104072,0.5054616079751577,0.02321440458681101,-0.006954658113764725,4.119035058276139,2147.2218697785042,114.40389435691894,77.0244438340314,52.97139728274349,83.12651078851914,320.2744337952987,0.0007362468482504762,0.00023715630455052911,0.0012824773458544171,2536
0.46134380985018675,-0.01660842702215337,-0.0356145354374054,4.4161387678707085,1477.7311722395596,95.54847753201025,25.00705751273823,15.283028441248511,42.20351414187828,115.46899893806018,0.00013337714839232125,0.0004584781643719908,0.0013301757400946271,0.47914935518759877,-0.041875135877285086,0.016609566356470516,3.8282118913186443,1900.69902524566,107.09177603074855,62.22866564300416,52.23222853116683,67.03311101062333,303.5966576581156,0.0006092670771091689,0.0002362585691736937,0.0012019612428730495,2535
0.47875249594636593,-0.0012037256972128318,-0.03459457459996915,4.0329506279054215,2044.7161904444667,56.86222764148636,24.213891753333293,14.603027868959188,31.96977612893469,96.35319969475468,0.00018727430317133447,0.0004156725746287016,0.001513841953772629,0.5101614480468195,-0.006021451957441304,-0.0018058633989321213,4.128546950448462,3093.101545571874,89.17499038671077,78.7278351646474,64.0642095552133,70.33122521669898,242.66500120062935,0.0008453351948402078,0.00022297769975175647,0.0012242376556835406,2534
0.5043885621544011,0.041823768284020346,-0.010222205524402112,4.24015598406861,2524.8608821049115,52.04326213447809,25.18973695286555,14.407856488732302,35.05091970815536,111.11975340811495,0.00027985460892026817,0.0005093909047619798,0.0015312394925793608,0.5076172362112059,-0.0008698466897403279,0.03486786359779707,4.612744994305525,3086.760309732851,85.19545949720214,79.68181372770525,60.39070997023256,69.23847414243744,227.37349665402152,0.0006988145774759072,0.0002600615749973658,0.0012885275157118157,2533
0.47943414549662505,0.021646771493779582,-0.039511020653972426,4.176031177046025,2058.9445579226785,51.688115341742815,23.18433551143752,13.709848997078216,26.793320571358432,85.31242390153272,0.0001720400289217265,0.00046308756336808785,0.001475035069213506,0.4864910695056697,-0.023143258218841556,-0.00967043774157411,4.1984738760149565,3068.5939920815226,81.52765505011263,81.6894466687726,62.74460530138597,62.62326895296304,205.12466579934798,0.0006240835391828644,0.0002401184571639008,0.0011971789674425624,2532
0.48502027098397893,0.04509070365922829,-0.004635580477531872,4.405520837753933,2051.6787218668965,49.81469302552457,25.144296612986714,14.55008652308941,32.29309887758998,93.21848806599985,0.00019652137157818807,0.00042197146732851095,0.0015580224804600392,0.5001155594319938,0.009105123085966671,0.03389848804576064,4.150408903383482,3069.440270824515,93.44954572609335,73.46215016422839,60.9160113660695,65.38460652803514,215.8366332857632,0.0006937201949616448,0.00022975988899185762,0.0012545697104099144,2531
0.4829408918989728,0.03823983070188586,-0.03628930626789029,4.4370783676946,2058.5778830958825,50.48573275965554,25.77970748865156,17.126153165412912,25.837354732224334,88.78172911647049,0.00017716105720592037,0.00043611046169039725,0.0015296179906735122,0.49370284652179997,0.024904597483488722,0.013885966199513846,4.082888589914305,3080.4585041723676,83.33619784238243,75.49743265878739,65.7458364968761,58.58439133029979,206.9793551736157,0.000625711910647492,0.0002326793773894734,0.0012637855453712834,2530
0.4887031350319673,0.034702170454553816,-0.017183205524201224,4.2273533392369425,2041.9863498176867,48.068666756314975,24.10234773210163,16.367520724742086,26.894953632351235,81.07961112843354,0.0001496658230091026,0.0004811365603323615,0.0015563244701403136,0.5012394438635315,-0.031892911109144606,-0.005649498013856753,4.335979917487885,3107.214771582737,76.18012931665183,87.55564445133186,63.746865620147304,66.13712907456609,228.69089305343797,0.0007002493667082426,0.0002433423332944434,0.0012488679011963552,2529
0.4807568681401431,-0.02122193905032521,-0.011084641211436829,4.020203016472378,2063.321819940247,46.142860075448176,26.611067095026876,16.90741516885784,37.4716773944223,99.38903260741687,0.00019763785681264936,0.00045871556086636296,0.0014529364380034895,0.5023239674784371,-0.029027775492037833,0.003696067290465931,4.0408668276098245,3073.4259088757626,82.89011338076006,80.76487690880448,58.28713959086649,65.17489838259846,232.69446750327643,0.0007123783044786562,0.0002597780673232942,0.0012126574374710347,2528
0.4807114958299267,0.05599218137549711,-0.0057992489851714955,5.520346769012769,2061.4300453425262,49.705236416533495,23.908920134853833,16.517202577401353,28.818549489054195,94.51731215533722,0.00019464020757265616,0.00041479266237897034,0.0015236444530496473,0.5086462873517096,-0.0018993446067394615,0.028346374601729743,4.420326313725168,3079.81234180929,80.7199144485598,81.8746387898029,62.502298242074296,58.82189542928173,250.40564033620325,0.0007527889394566059,0.00023880502901360397,0.0012799049543867267,2527
0.48542430732322495,0.03626806990150211,-0.02842369164863873,4.1899451344230165,1846.4243311931434,45.554038943820785,21.996697732547137,14.792800973916721,29.57882096921829,101.00936243904381,0.00016359089504018078,0.0005032824334400169,0.0015185988524963419,0.48985007340688524,-0.01552951530085478,-0.02003498240991672,4.372985946141831,2793.789767288765,73.9873308971584,88.30444444168982,65.07800864961514,60.77693957727874,217.91862548333,0.0006447966076180406,0.00024027252400076696,0.0012287739769198407,2526
0.49219360894711894,0.00966681540654557,-0.01743072488122185,4.392103146556778,2372.4665087167264,45.04031469925765,23.1749697780304,17.640637139359423,39.88619333252815,82.78246176186845,0.00016761051836246914,0.0005135424523102433,0.001540474136113527,0.49918385030380014,-0.05943224111992773,-0.005417717753892116,4.17675866912414,2782.674459076499,80.25496178073367,79.34529761488848,65.22627050593431,63.99485474182747,208.41305059106665,0.0006974070231833429,0.0002491990273886361,0.0012458814955042283,2525
